MANDT,PERNR,ENDDA,BEGDA,SUBTY,STRAS,ORT01,PSTLZ,LAND1
100,00001305,99991231,20200101,1,Street 1305,Munich,11304,GB
100,00001306,99991231,20200101,1,Street 1306,Hamburg,11305,IT
100,00001307,99991231,20200101,1,Street 1307,Rotterdam,11306,ES
100,00001308,99991231,20200101,1,Street 1308,Lyon,11307,AT
100,00001309,99991231,20200101,1,Street 1309,Milan,11308,CH
100,00001310,99991231,20200101,1,Street 1310,Madrid,11309,BE
100,00001311,99991231,20200101,1,Street 1311,Berlin,11310,DE
100,00001312,99991231,20200101,1,Street 1312,Amsterdam,11311,NL
100,00001313,99991231,20200101,1,Street 1313,Paris,11312,FR
100,00001314,99991231,20200101,1,Street 1314,London,11313,US
100,00001315,99991231,20200101,1,Street 1315,Munich,11314,GB
100,00001316,99991231,20200101,1,Street 1316,Hamburg,11315,IT
100,00001317,99991231,20200101,1,Street 1317,Rotterdam,11316,ES
100,00001318,99991231,20200101,1,Street 1318,Lyon,11317,AT
100,00001319,99991231,20200101,1,Street 1319,Milan,11318,CH
100,00001320,99991231,20200101,1,Street 1320,Madrid,11319,BE
100,00001321,99991231,20200101,1,Street 1321,Berlin,11320,DE
100,00001322,99991231,20200101,1,Street 1322,Amsterdam,11321,NL
100,00001323,99991231,20200101,1,Street 1323,Paris,11322,FR
100,00001324,99991231,20200101,1,Street 1324,London,11323,US
100,00001325,99991231,20200101,1,Street 1325,Munich,11324,GB
100,00001326,99991231,20200101,1,Street 1326,Hamburg,11325,IT
100,00001327,99991231,20200101,1,Street 1327,Rotterdam,11326,ES
100,00001328,99991231,20200101,1,Street 1328,Lyon,11327,AT
100,00001329,99991231,20200101,1,Street 1329,Milan,11328,CH
100,00001330,99991231,20200101,1,Street 1330,Madrid,11329,BE
100,00001331,99991231,20200101,1,Street 1331,Berlin,11330,DE
100,00001332,99991231,20200101,1,Street 1332,Amsterdam,11331,NL
100,00001333,99991231,20200101,1,Street 1333,Paris,11332,FR
100,00001334,99991231,20200101,1,Street 1334,London,11333,US
100,00001335,99991231,20200101,1,Street 1335,Munich,11334,GB
100,00001336,99991231,20200101,1,Street 1336,Hamburg,11335,IT
100,00001337,99991231,20200101,1,Street 1337,Rotterdam,11336,ES
100,00001338,99991231,20200101,1,Street 1338,Lyon,11337,AT
100,00001339,99991231,20200101,1,Street 1339,Milan,11338,CH
100,00001340,99991231,20200101,1,Street 1340,Madrid,11339,BE
100,00001341,99991231,20200101,1,Street 1341,Berlin,11340,DE
100,00001342,99991231,20200101,1,Street 1342,Amsterdam,11341,NL
100,00001343,99991231,20200101,1,Street 1343,Paris,11342,FR
100,00001344,99991231,20200101,1,Street 1344,London,11343,US
100,00001345,99991231,20200101,1,Street 1345,Munich,11344,GB
100,00001346,99991231,20200101,1,Street 1346,Hamburg,11345,IT
100,00001347,99991231,20200101,1,Street 1347,Rotterdam,11346,ES
100,00001348,99991231,20200101,1,Street 1348,Lyon,11347,AT
100,00001349,99991231,20200101,1,Street 1349,Milan,11348,CH
100,00001350,99991231,20200101,1,Street 1350,Madrid,11349,BE
100,00001351,99991231,20200101,1,Street 1351,Berlin,11350,DE
100,00001352,99991231,20200101,1,Street 1352,Amsterdam,11351,NL
100,00001353,99991231,20200101,1,Street 1353,Paris,11352,FR
100,00001354,99991231,20200101,1,Street 1354,London,11353,US
100,00001355,99991231,20200101,1,Street 1355,Munich,11354,GB
100,00001356,99991231,20200101,1,Street 1356,Hamburg,11355,IT
100,00001357,99991231,20200101,1,Street 1357,Rotterdam,11356,ES
100,00001358,99991231,20200101,1,Street 1358,Lyon,11357,AT
100,00001359,99991231,20200101,1,Street 1359,Milan,11358,CH
100,00001360,99991231,20200101,1,Street 1360,Madrid,11359,BE
100,00001361,99991231,20200101,1,Street 1361,Berlin,11360,DE
100,00001362,99991231,20200101,1,Street 1362,Amsterdam,11361,NL
100,00001363,99991231,20200101,1,Street 1363,Paris,11362,FR
100,00001364,99991231,20200101,1,Street 1364,London,11363,US
100,00001365,99991231,20200101,1,Street 1365,Munich,11364,GB
100,00001366,99991231,20200101,1,Street 1366,Hamburg,11365,IT
100,00001367,99991231,20200101,1,Street 1367,Rotterdam,11366,ES
100,00001368,99991231,20200101,1,Street 1368,Lyon,11367,AT
100,00001369,99991231,20200101,1,Street 1369,Milan,11368,CH
100,00001370,99991231,20200101,1,Street 1370,Madrid,11369,BE
100,00001371,99991231,20200101,1,Street 1371,Berlin,11370,DE
100,00001372,99991231,20200101,1,Street 1372,Amsterdam,11371,NL
100,00001373,99991231,20200101,1,Street 1373,Paris,11372,FR
100,00001374,99991231,20200101,1,Street 1374,London,11373,US
100,00001375,99991231,20200101,1,Street 1375,Munich,11374,GB
100,00001376,99991231,20200101,1,Street 1376,Hamburg,11375,IT
100,00001377,99991231,20200101,1,Street 1377,Rotterdam,11376,ES
100,00001378,99991231,20200101,1,Street 1378,Lyon,11377,AT
100,00001379,99991231,20200101,1,Street 1379,Milan,11378,CH
100,00001380,99991231,20200101,1,Street 1380,Madrid,11379,BE
100,00001381,99991231,20200101,1,Street 1381,Berlin,11380,DE
100,00001382,99991231,20200101,1,Street 1382,Amsterdam,11381,NL
100,00001383,99991231,20200101,1,Street 1383,Paris,11382,FR
100,00001384,99991231,20200101,1,Street 1384,London,11383,US
100,00001385,99991231,20200101,1,Street 1385,Munich,11384,GB
100,00001386,99991231,20200101,1,Street 1386,Hamburg,11385,IT
100,00001387,99991231,20200101,1,Street 1387,Rotterdam,11386,ES
100,00001388,99991231,20200101,1,Street 1388,Lyon,11387,AT
100,00001389,99991231,20200101,1,Street 1389,Milan,11388,CH
100,00001390,99991231,20200101,1,Street 1390,Madrid,11389,BE
100,00001391,99991231,20200101,1,Street 1391,Berlin,11390,DE
100,00001392,99991231,20200101,1,Street 1392,Amsterdam,11391,NL
100,00001393,99991231,20200101,1,Street 1393,Paris,11392,FR
100,00001394,99991231,20200101,1,Street 1394,London,11393,US
100,00001395,99991231,20200101,1,Street 1395,Munich,11394,GB
100,00001396,99991231,20200101,1,Street 1396,Hamburg,11395,IT
100,00001397,99991231,20200101,1,Street 1397,Rotterdam,11396,ES
100,00001398,99991231,20200101,1,Street 1398,Lyon,11397,AT
100,00001399,99991231,20200101,1,Street 1399,Milan,11398,CH
100,00001400,99991231,20200101,1,Street 1400,Madrid,11399,BE
100,00001401,99991231,20200101,1,Street 1401,Berlin,11400,DE
100,00001402,99991231,20200101,1,Street 1402,Amsterdam,11401,NL
100,00001403,99991231,20200101,1,Street 1403,Paris,11402,FR
100,00001404,99991231,20200101,1,Street 1404,London,11403,US
100,00001405,99991231,20200101,1,Street 1405,Munich,11404,GB
100,00001406,99991231,20200101,1,Street 1406,Hamburg,11405,IT
100,00001407,99991231,20200101,1,Street 1407,Rotterdam,11406,ES
100,00001408,99991231,20200101,1,Street 1408,Lyon,11407,AT
100,00001409,99991231,20200101,1,Street 1409,Milan,11408,CH
100,00001410,99991231,20200101,1,Street 1410,Madrid,11409,BE
100,00001411,99991231,20200101,1,Street 1411,Berlin,11410,DE
100,00001412,99991231,20200101,1,Street 1412,Amsterdam,11411,NL
100,00001413,99991231,20200101,1,Street 1413,Paris,11412,FR
100,00001414,99991231,20200101,1,Street 1414,London,11413,US
100,00001415,99991231,20200101,1,Street 1415,Munich,11414,GB
100,00001416,99991231,20200101,1,Street 1416,Hamburg,11415,IT
100,00001417,99991231,20200101,1,Street 1417,Rotterdam,11416,ES
100,00001418,99991231,20200101,1,Street 1418,Lyon,11417,AT
100,00001419,99991231,20200101,1,Street 1419,Milan,11418,CH
100,00001420,99991231,20200101,1,Street 1420,Madrid,11419,BE
100,00001421,99991231,20200101,1,Street 1421,Berlin,11420,DE
100,00001422,99991231,20200101,1,Street 1422,Amsterdam,11421,NL
100,00001423,99991231,20200101,1,Street 1423,Paris,11422,FR
100,00001424,99991231,20200101,1,Street 1424,London,11423,US
100,00001425,99991231,20200101,1,Street 1425,Munich,11424,GB
100,00001426,99991231,20200101,1,Street 1426,Hamburg,11425,IT
100,00001427,99991231,20200101,1,Street 1427,Rotterdam,11426,ES
100,00001428,99991231,20200101,1,Street 1428,Lyon,11427,AT
100,00001429,99991231,20200101,1,Street 1429,Milan,11428,CH
100,00001430,99991231,20200101,1,Street 1430,Madrid,11429,BE
100,00001431,99991231,20200101,1,Street 1431,Berlin,11430,DE
100,00001432,99991231,20200101,1,Street 1432,Amsterdam,11431,NL
100,00001433,99991231,20200101,1,Street 1433,Paris,11432,FR
100,00001434,99991231,20200101,1,Street 1434,London,11433,US
100,00001435,99991231,20200101,1,Street 1435,Munich,11434,GB
100,00001436,99991231,20200101,1,Street 1436,Hamburg,11435,IT
100,00001437,99991231,20200101,1,Street 1437,Rotterdam,11436,ES
100,00001438,99991231,20200101,1,Street 1438,Lyon,11437,AT
100,00001439,99991231,20200101,1,Street 1439,Milan,11438,CH
100,00001440,99991231,20200101,1,Street 1440,Madrid,11439,BE
100,00001441,99991231,20200101,1,Street 1441,Berlin,11440,DE
100,00001442,99991231,20200101,1,Street 1442,Amsterdam,11441,NL
100,00001443,99991231,20200101,1,Street 1443,Paris,11442,FR
100,00001444,99991231,20200101,1,Street 1444,London,11443,US
100,00001445,99991231,20200101,1,Street 1445,Munich,11444,GB
100,00001446,99991231,20200101,1,Street 1446,Hamburg,11445,IT
100,00001447,99991231,20200101,1,Street 1447,Rotterdam,11446,ES
100,00001448,99991231,20200101,1,Street 1448,Lyon,11447,AT
100,00001449,99991231,20200101,1,Street 1449,Milan,11448,CH
100,00001450,99991231,20200101,1,Street 1450,Madrid,11449,BE
100,00001451,99991231,20200101,1,Street 1451,Berlin,11450,DE
100,00001452,99991231,20200101,1,Street 1452,Amsterdam,11451,NL
100,00001453,99991231,20200101,1,Street 1453,Paris,11452,FR
100,00001454,99991231,20200101,1,Street 1454,London,11453,US
100,00001455,99991231,20200101,1,Street 1455,Munich,11454,GB
100,00001456,99991231,20200101,1,Street 1456,Hamburg,11455,IT
100,00001457,99991231,20200101,1,Street 1457,Rotterdam,11456,ES
100,00001458,99991231,20200101,1,Street 1458,Lyon,11457,AT
100,00001459,99991231,20200101,1,Street 1459,Milan,11458,CH
100,00001460,99991231,20200101,1,Street 1460,Madrid,11459,BE
100,00001461,99991231,20200101,1,Street 1461,Berlin,11460,DE
100,00001462,99991231,20200101,1,Street 1462,Amsterdam,11461,NL
100,00001463,99991231,20200101,1,Street 1463,Paris,11462,FR
100,00001464,99991231,20200101,1,Street 1464,London,11463,US
100,00001465,99991231,20200101,1,Street 1465,Munich,11464,GB
100,00001466,99991231,20200101,1,Street 1466,Hamburg,11465,IT
100,00001467,99991231,20200101,1,Street 1467,Rotterdam,11466,ES
100,00001468,99991231,20200101,1,Street 1468,Lyon,11467,AT
100,00001469,99991231,20200101,1,Street 1469,Milan,11468,CH
100,00001470,99991231,20200101,1,Street 1470,Madrid,11469,BE
100,00001471,99991231,20200101,1,Street 1471,Berlin,11470,DE
100,00001472,99991231,20200101,1,Street 1472,Amsterdam,11471,NL
100,00001473,99991231,20200101,1,Street 1473,Paris,11472,FR
100,00001474,99991231,20200101,1,Street 1474,London,11473,US
100,00001475,99991231,20200101,1,Street 1475,Munich,11474,GB
100,00001476,99991231,20200101,1,Street 1476,Hamburg,11475,IT
100,00001477,99991231,20200101,1,Street 1477,Rotterdam,11476,ES
100,00001478,99991231,20200101,1,Street 1478,Lyon,11477,AT
100,00001479,99991231,20200101,1,Street 1479,Milan,11478,CH
100,00001480,99991231,20200101,1,Street 1480,Madrid,11479,BE
100,00001481,99991231,20200101,1,Street 1481,Berlin,11480,DE
100,00001482,99991231,20200101,1,Street 1482,Amsterdam,11481,NL
100,00001483,99991231,20200101,1,Street 1483,Paris,11482,FR
100,00001484,99991231,20200101,1,Street 1484,London,11483,US
100,00001485,99991231,20200101,1,Street 1485,Munich,11484,GB
100,00001486,99991231,20200101,1,Street 1486,Hamburg,11485,IT
100,00001487,99991231,20200101,1,Street 1487,Rotterdam,11486,ES
100,00001488,99991231,20200101,1,Street 1488,Lyon,11487,AT
100,00001489,99991231,20200101,1,Street 1489,Milan,11488,CH
100,00001490,99991231,20200101,1,Street 1490,Madrid,11489,BE
100,00001491,99991231,20200101,1,Street 1491,Berlin,11490,DE
100,00001492,99991231,20200101,1,Street 1492,Amsterdam,11491,NL
100,00001493,99991231,20200101,1,Street 1493,Paris,11492,FR
100,00001494,99991231,20200101,1,Street 1494,London,11493,US
100,00001495,99991231,20200101,1,Street 1495,Munich,11494,GB
100,00001496,99991231,20200101,1,Street 1496,Hamburg,11495,IT
100,00001497,99991231,20200101,1,Street 1497,Rotterdam,11496,ES
100,00001498,99991231,20200101,1,Street 1498,Lyon,11497,AT
100,00001499,99991231,20200101,1,Street 1499,Milan,11498,CH
100,00001500,99991231,20200101,1,Street 1500,Madrid,11499,BE
100,00001501,99991231,20200101,1,Street 1501,Berlin,11500,DE
100,00001502,99991231,20200101,1,Street 1502,Amsterdam,11501,NL
100,00001503,99991231,20200101,1,Street 1503,Paris,11502,FR
100,00001504,99991231,20200101,1,Street 1504,London,11503,US
100,00001505,99991231,20200101,1,Street 1505,Munich,11504,GB
100,00001506,99991231,20200101,1,Street 1506,Hamburg,11505,IT
100,00001507,99991231,20200101,1,Street 1507,Rotterdam,11506,ES
100,00001508,99991231,20200101,1,Street 1508,Lyon,11507,AT
100,00001509,99991231,20200101,1,Street 1509,Milan,11508,CH
100,00001510,99991231,20200101,1,Street 1510,Madrid,11509,BE
100,00001511,99991231,20200101,1,Street 1511,Berlin,11510,DE
100,00001512,99991231,20200101,1,Street 1512,Amsterdam,11511,NL
100,00001513,99991231,20200101,1,Street 1513,Paris,11512,FR
100,00001514,99991231,20200101,1,Street 1514,London,11513,US
100,00001515,99991231,20200101,1,Street 1515,Munich,11514,GB
100,00001516,99991231,20200101,1,Street 1516,Hamburg,11515,IT
100,00001517,99991231,20200101,1,Street 1517,Rotterdam,11516,ES
100,00001518,99991231,20200101,1,Street 1518,Lyon,11517,AT
100,00001519,99991231,20200101,1,Street 1519,Milan,11518,CH
100,00001520,99991231,20200101,1,Street 1520,Madrid,11519,BE
100,00001521,99991231,20200101,1,Street 1521,Berlin,11520,DE
100,00001522,99991231,20200101,1,Street 1522,Amsterdam,11521,NL
100,00001523,99991231,20200101,1,Street 1523,Paris,11522,FR
100,00001524,99991231,20200101,1,Street 1524,London,11523,US
100,00001525,99991231,20200101,1,Street 1525,Munich,11524,GB
100,00001526,99991231,20200101,1,Street 1526,Hamburg,11525,IT
100,00001527,99991231,20200101,1,Street 1527,Rotterdam,11526,ES
100,00001528,99991231,20200101,1,Street 1528,Lyon,11527,AT
100,00001529,99991231,20200101,1,Street 1529,Milan,11528,CH
100,00001530,99991231,20200101,1,Street 1530,Madrid,11529,BE
100,00001531,99991231,20200101,1,Street 1531,Berlin,11530,DE
100,00001532,99991231,20200101,1,Street 1532,Amsterdam,11531,NL
100,00001533,99991231,20200101,1,Street 1533,Paris,11532,FR
100,00001534,99991231,20200101,1,Street 1534,London,11533,US
100,00001535,99991231,20200101,1,Street 1535,Munich,11534,GB
100,00001536,99991231,20200101,1,Street 1536,Hamburg,11535,IT
100,00001537,99991231,20200101,1,Street 1537,Rotterdam,11536,ES
100,00001538,99991231,20200101,1,Street 1538,Lyon,11537,AT
100,00001539,99991231,20200101,1,Street 1539,Milan,11538,CH
100,00001540,99991231,20200101,1,Street 1540,Madrid,11539,BE
100,00001541,99991231,20200101,1,Street 1541,Berlin,11540,DE
100,00001542,99991231,20200101,1,Street 1542,Amsterdam,11541,NL
100,00001543,99991231,20200101,1,Street 1543,Paris,11542,FR
100,00001544,99991231,20200101,1,Street 1544,London,11543,US
100,00001545,99991231,20200101,1,Street 1545,Munich,11544,GB
100,00001546,99991231,20200101,1,Street 1546,Hamburg,11545,IT
100,00001547,99991231,20200101,1,Street 1547,Rotterdam,11546,ES
100,00001548,99991231,20200101,1,Street 1548,Lyon,11547,AT
100,00001549,99991231,20200101,1,Street 1549,Milan,11548,CH
100,00001550,99991231,20200101,1,Street 1550,Madrid,11549,BE
100,00001551,99991231,20200101,1,Street 1551,Berlin,11550,DE
100,00001552,99991231,20200101,1,Street 1552,Amsterdam,11551,NL
100,00001553,99991231,20200101,1,Street 1553,Paris,11552,FR
100,00001554,99991231,20200101,1,Street 1554,London,11553,US
100,00001555,99991231,20200101,1,Street 1555,Munich,11554,GB
100,00001556,99991231,20200101,1,Street 1556,Hamburg,11555,IT
100,00001557,99991231,20200101,1,Street 1557,Rotterdam,11556,ES
100,00001558,99991231,20200101,1,Street 1558,Lyon,11557,AT
100,00001559,99991231,20200101,1,Street 1559,Milan,11558,CH
100,00001560,99991231,20200101,1,Street 1560,Madrid,11559,BE
100,00001561,99991231,20200101,1,Street 1561,Berlin,11560,DE
100,00001562,99991231,20200101,1,Street 1562,Amsterdam,11561,NL
100,00001563,99991231,20200101,1,Street 1563,Paris,11562,FR
100,00001564,99991231,20200101,1,Street 1564,London,11563,US
100,00001565,99991231,20200101,1,Street 1565,Munich,11564,GB
100,00001566,99991231,20200101,1,Street 1566,Hamburg,11565,IT
100,00001567,99991231,20200101,1,Street 1567,Rotterdam,11566,ES
100,00001568,99991231,20200101,1,Street 1568,Lyon,11567,AT
100,00001569,99991231,20200101,1,Street 1569,Milan,11568,CH
100,00001570,99991231,20200101,1,Street 1570,Madrid,11569,BE
100,00001571,99991231,20200101,1,Street 1571,Berlin,11570,DE
100,00001572,99991231,20200101,1,Street 1572,Amsterdam,11571,NL
100,00001573,99991231,20200101,1,Street 1573,Paris,11572,FR
100,00001574,99991231,20200101,1,Street 1574,London,11573,US
100,00001575,99991231,20200101,1,Street 1575,Munich,11574,GB
100,00001576,99991231,20200101,1,Street 1576,Hamburg,11575,IT
100,00001577,99991231,20200101,1,Street 1577,Rotterdam,11576,ES
100,00001578,99991231,20200101,1,Street 1578,Lyon,11577,AT
100,00001579,99991231,20200101,1,Street 1579,Milan,11578,CH
100,00001580,99991231,20200101,1,Street 1580,Madrid,11579,BE
100,00001581,99991231,20200101,1,Street 1581,Berlin,11580,DE
100,00001582,99991231,20200101,1,Street 1582,Amsterdam,11581,NL
100,00001583,99991231,20200101,1,Street 1583,Paris,11582,FR
100,00001584,99991231,20200101,1,Street 1584,London,11583,US
100,00001585,99991231,20200101,1,Street 1585,Munich,11584,GB
100,00001586,99991231,20200101,1,Street 1586,Hamburg,11585,IT
100,00001587,99991231,20200101,1,Street 1587,Rotterdam,11586,ES
100,00001588,99991231,20200101,1,Street 1588,Lyon,11587,AT
100,00001589,99991231,20200101,1,Street 1589,Milan,11588,CH
100,00001590,99991231,20200101,1,Street 1590,Madrid,11589,BE
100,00001591,99991231,20200101,1,Street 1591,Berlin,11590,DE
100,00001592,99991231,20200101,1,Street 1592,Amsterdam,11591,NL
100,00001593,99991231,20200101,1,Street 1593,Paris,11592,FR
100,00001594,99991231,20200101,1,Street 1594,London,11593,US
100,00001595,99991231,20200101,1,Street 1595,Munich,11594,GB
100,00001596,99991231,20200101,1,Street 1596,Hamburg,11595,IT
100,00001597,99991231,20200101,1,Street 1597,Rotterdam,11596,ES
100,00001598,99991231,20200101,1,Street 1598,Lyon,11597,AT
100,00001599,99991231,20200101,1,Street 1599,Milan,11598,CH
100,00001600,99991231,20200101,1,Street 1600,Madrid,11599,BE
100,00001601,99991231,20200101,1,Street 1601,Berlin,11600,DE
100,00001602,99991231,20200101,1,Street 1602,Amsterdam,11601,NL
100,00001603,99991231,20200101,1,Street 1603,Paris,11602,FR
100,00001604,99991231,20200101,1,Street 1604,London,11603,US
100,00001605,99991231,20200101,1,Street 1605,Munich,11604,GB
100,00001606,99991231,20200101,1,Street 1606,Hamburg,11605,IT
100,00001607,99991231,20200101,1,Street 1607,Rotterdam,11606,ES
100,00001608,99991231,20200101,1,Street 1608,Lyon,11607,AT
100,00001609,99991231,20200101,1,Street 1609,Milan,11608,CH
100,00001610,99991231,20200101,1,Street 1610,Madrid,11609,BE
100,00001611,99991231,20200101,1,Street 1611,Berlin,11610,DE
100,00001612,99991231,20200101,1,Street 1612,Amsterdam,11611,NL
100,00001613,99991231,20200101,1,Street 1613,Paris,11612,FR
100,00001614,99991231,20200101,1,Street 1614,London,11613,US
100,00001615,99991231,20200101,1,Street 1615,Munich,11614,GB
100,00001616,99991231,20200101,1,Street 1616,Hamburg,11615,IT
100,00001617,99991231,20200101,1,Street 1617,Rotterdam,11616,ES
100,00001618,99991231,20200101,1,Street 1618,Lyon,11617,AT
100,00001619,99991231,20200101,1,Street 1619,Milan,11618,CH
100,00001620,99991231,20200101,1,Street 1620,Madrid,11619,BE
100,00001621,99991231,20200101,1,Street 1621,Berlin,11620,DE
100,00001622,99991231,20200101,1,Street 1622,Amsterdam,11621,NL
100,00001623,99991231,20200101,1,Street 1623,Paris,11622,FR
100,00001624,99991231,20200101,1,Street 1624,London,11623,US
100,00001625,99991231,20200101,1,Street 1625,Munich,11624,GB
100,00001626,99991231,20200101,1,Street 1626,Hamburg,11625,IT
100,00001627,99991231,20200101,1,Street 1627,Rotterdam,11626,ES
100,00001628,99991231,20200101,1,Street 1628,Lyon,11627,AT
100,00001629,99991231,20200101,1,Street 1629,Milan,11628,CH
100,00001630,99991231,20200101,1,Street 1630,Madrid,11629,BE
100,00001631,99991231,20200101,1,Street 1631,Berlin,11630,DE
100,00001632,99991231,20200101,1,Street 1632,Amsterdam,11631,NL
100,00001633,99991231,20200101,1,Street 1633,Paris,11632,FR
100,00001634,99991231,20200101,1,Street 1634,London,11633,US
100,00001635,99991231,20200101,1,Street 1635,Munich,11634,GB
100,00001636,99991231,20200101,1,Street 1636,Hamburg,11635,IT
100,00001637,99991231,20200101,1,Street 1637,Rotterdam,11636,ES
100,00001638,99991231,20200101,1,Street 1638,Lyon,11637,AT
100,00001639,99991231,20200101,1,Street 1639,Milan,11638,CH
100,00001640,99991231,20200101,1,Street 1640,Madrid,11639,BE
100,00001641,99991231,20200101,1,Street 1641,Berlin,11640,DE
100,00001642,99991231,20200101,1,Street 1642,Amsterdam,11641,NL
100,00001643,99991231,20200101,1,Street 1643,Paris,11642,FR
100,00001644,99991231,20200101,1,Street 1644,London,11643,US
100,00001645,99991231,20200101,1,Street 1645,Munich,11644,GB
100,00001646,99991231,20200101,1,Street 1646,Hamburg,11645,IT
100,00001647,99991231,20200101,1,Street 1647,Rotterdam,11646,ES
100,00001648,99991231,20200101,1,Street 1648,Lyon,11647,AT
100,00001649,99991231,20200101,1,Street 1649,Milan,11648,CH
100,00001650,99991231,20200101,1,Street 1650,Madrid,11649,BE
100,00001651,99991231,20200101,1,Street 1651,Berlin,11650,DE
100,00001652,99991231,20200101,1,Street 1652,Amsterdam,11651,NL
100,00001653,99991231,20200101,1,Street 1653,Paris,11652,FR
100,00001654,99991231,20200101,1,Street 1654,London,11653,US
100,00001655,99991231,20200101,1,Street 1655,Munich,11654,GB
100,00001656,99991231,20200101,1,Street 1656,Hamburg,11655,IT
100,00001657,99991231,20200101,1,Street 1657,Rotterdam,11656,ES
100,00001658,99991231,20200101,1,Street 1658,Lyon,11657,AT
100,00001659,99991231,20200101,1,Street 1659,Milan,11658,CH
100,00001660,99991231,20200101,1,Street 1660,Madrid,11659,BE
100,00001661,99991231,20200101,1,Street 1661,Berlin,11660,DE
100,00001662,99991231,20200101,1,Street 1662,Amsterdam,11661,NL
100,00001663,99991231,20200101,1,Street 1663,Paris,11662,FR
100,00001664,99991231,20200101,1,Street 1664,London,11663,US
100,00001665,99991231,20200101,1,Street 1665,Munich,11664,GB
100,00001666,99991231,20200101,1,Street 1666,Hamburg,11665,IT
100,00001667,99991231,20200101,1,Street 1667,Rotterdam,11666,ES
100,00001668,99991231,20200101,1,Street 1668,Lyon,11667,AT
100,00001669,99991231,20200101,1,Street 1669,Milan,11668,CH
100,00001670,99991231,20200101,1,Street 1670,Madrid,11669,BE
100,00001671,99991231,20200101,1,Street 1671,Berlin,11670,DE
100,00001672,99991231,20200101,1,Street 1672,Amsterdam,11671,NL
100,00001673,99991231,20200101,1,Street 1673,Paris,11672,FR
100,00001674,99991231,20200101,1,Street 1674,London,11673,US
100,00001675,99991231,20200101,1,Street 1675,Munich,11674,GB
100,00001676,99991231,20200101,1,Street 1676,Hamburg,11675,IT
100,00001677,99991231,20200101,1,Street 1677,Rotterdam,11676,ES
100,00001678,99991231,20200101,1,Street 1678,Lyon,11677,AT
100,00001679,99991231,20200101,1,Street 1679,Milan,11678,CH
100,00001680,99991231,20200101,1,Street 1680,Madrid,11679,BE
100,00001681,99991231,20200101,1,Street 1681,Berlin,11680,DE
100,00001682,99991231,20200101,1,Street 1682,Amsterdam,11681,NL
100,00001683,99991231,20200101,1,Street 1683,Paris,11682,FR
100,00001684,99991231,20200101,1,Street 1684,London,11683,US
100,00001685,99991231,20200101,1,Street 1685,Munich,11684,GB
100,00001686,99991231,20200101,1,Street 1686,Hamburg,11685,IT
100,00001687,99991231,20200101,1,Street 1687,Rotterdam,11686,ES
100,00001688,99991231,20200101,1,Street 1688,Lyon,11687,AT
100,00001689,99991231,20200101,1,Street 1689,Milan,11688,CH
100,00001690,99991231,20200101,1,Street 1690,Madrid,11689,BE
100,00001691,99991231,20200101,1,Street 1691,Berlin,11690,DE
100,00001692,99991231,20200101,1,Street 1692,Amsterdam,11691,NL
100,00001693,99991231,20200101,1,Street 1693,Paris,11692,FR
100,00001694,99991231,20200101,1,Street 1694,London,11693,US
100,00001695,99991231,20200101,1,Street 1695,Munich,11694,GB
100,00001696,99991231,20200101,1,Street 1696,Hamburg,11695,IT
100,00001697,99991231,20200101,1,Street 1697,Rotterdam,11696,ES
100,00001698,99991231,20200101,1,Street 1698,Lyon,11697,AT
100,00001699,99991231,20200101,1,Street 1699,Milan,11698,CH
100,00001700,99991231,20200101,1,Street 1700,Madrid,11699,BE
100,00001701,99991231,20200101,1,Street 1701,Berlin,11700,DE
100,00001702,99991231,20200101,1,Street 1702,Amsterdam,11701,NL
100,00001703,99991231,20200101,1,Street 1703,Paris,11702,FR
100,00001704,99991231,20200101,1,Street 1704,London,11703,US
100,00001705,99991231,20200101,1,Street 1705,Munich,11704,GB
100,00001706,99991231,20200101,1,Street 1706,Hamburg,11705,IT
100,00001707,99991231,20200101,1,Street 1707,Rotterdam,11706,ES
100,00001708,99991231,20200101,1,Street 1708,Lyon,11707,AT
100,00001709,99991231,20200101,1,Street 1709,Milan,11708,CH
100,00001710,99991231,20200101,1,Street 1710,Madrid,11709,BE
100,00001711,99991231,20200101,1,Street 1711,Berlin,11710,DE
100,00001712,99991231,20200101,1,Street 1712,Amsterdam,11711,NL
100,00001713,99991231,20200101,1,Street 1713,Paris,11712,FR
100,00001714,99991231,20200101,1,Street 1714,London,11713,US
100,00001715,99991231,20200101,1,Street 1715,Munich,11714,GB
100,00001716,99991231,20200101,1,Street 1716,Hamburg,11715,IT
100,00001717,99991231,20200101,1,Street 1717,Rotterdam,11716,ES
100,00001718,99991231,20200101,1,Street 1718,Lyon,11717,AT
100,00001719,99991231,20200101,1,Street 1719,Milan,11718,CH
100,00001720,99991231,20200101,1,Street 1720,Madrid,11719,BE
100,00001721,99991231,20200101,1,Street 1721,Berlin,11720,DE
100,00001722,99991231,20200101,1,Street 1722,Amsterdam,11721,NL
100,00001723,99991231,20200101,1,Street 1723,Paris,11722,FR
100,00001724,99991231,20200101,1,Street 1724,London,11723,US
100,00001725,99991231,20200101,1,Street 1725,Munich,11724,GB
100,00001726,99991231,20200101,1,Street 1726,Hamburg,11725,IT
100,00001727,99991231,20200101,1,Street 1727,Rotterdam,11726,ES
100,00001728,99991231,20200101,1,Street 1728,Lyon,11727,AT
100,00001729,99991231,20200101,1,Street 1729,Milan,11728,CH
